96,81,83,67,46,1,0,1,0
106,72,69,83,69,1,0,1,0
107,96,66,101,32,0,2,0,0
96,97,72,105,21,1,2,0,1
108,96,60,70,67,1,0,0,0
107,53,72,72,76,1,2,1,0
102,84,66,88,23,0,0,1,0
100,88,90,135,60,0,1,1,0
110,60,65,63,24,1,2,0,1
118,52,77,137,64,1,0,0,0
96,89,88,122,70,1,0,1,0
99,63,90,94,53,1,1,0,1
77,81,94,70,52,1,2,0,1
75,81,89,109,24,0,0,1,0
97,57,79,127,47,1,0,1,0
98,92,86,96,31,1,2,1,1
77,100,60,84,55,0,1,1,0
108,68,86,126,50,1,0,0,0
120,72,87,133,27,0,1,0,0
100,67,96,88,70,1,2,1,0
77,91,61,132,66,0,0,1,1
114,91,78,113,46,1,0,1,1
106,60,88,84,26,1,2,1,1
111,100,60,68,38,1,2,0,1
87,92,82,68,69,0,0,0,0
95,65,67,82,21,0,2,1,0
76,51,70,67,31,0,1,0,1
92,75,87,84,38,0,0,1,1
88,78,95,94,45,0,0,0,1
92,89,60,93,39,1,1,1,1
92,63,74,91,55,0,1,1,1
78,99,90,105,40,1,1,1,0
84,59,83,73,34,1,0,1,0
105,63,96,122,76,1,1,0,0
120,68,71,70,58,1,0,1,1
76,87,89,129,68,0,0,0,0
118,90,81,78,68,1,1,1,1
89,55,93,109,55,0,2,0,1
87,96,97,64,67,0,0,0,0
106,68,71,102,27,0,1,1,1
103,96,74,55,30,0,1,1,0
82,63,89,89,72,1,1,0,1
108,98,68,140,72,0,0,0,1
90,92,62,135,49,0,2,1,1
88,76,78,89,21,1,2,1,1
95,58,67,100,48,0,2,0,0
110,50,94,75,61,0,2,1,1
89,72,100,119,51,1,2,1,1
89,65,62,84,69,1,1,0,1
93,73,79,75,78,1,0,1,0
81,94,80,70,38,0,2,0,1
107,100,61,53,58,0,0,0,1
105,85,70,52,23,1,0,1,0
80,71,94,122,41,1,1,0,0
97,78,61,91,31,1,0,0,1
77,96,63,85,25,1,1,0,1
115,99,85,132,44,0,1,0,0
117,97,95,109,55,1,1,0,1
117,65,62,69,73,0,0,0,1
84,85,94,70,32,1,1,0,0
87,83,75,89,56,1,2,0,1
106,77,86,96,60,0,2,0,1
115,96,69,132,65,1,0,1,0
112,99,65,72,33,1,2,0,0
120,82,73,117,52,1,0,1,0
91,53,70,133,26,1,1,0,1
87,70,62,56,73,0,2,1,0
116,55,86,94,59,1,1,0,1
103,89,72,93,76,0,0,1,1
78,50,68,76,74,1,2,0,0
91,98,79,77,49,1,0,1,1
93,56,64,121,55,0,1,0,0
96,96,90,140,50,0,1,0,0
106,88,78,58,57,0,2,1,0
84,67,75,79,35,0,2,1,1
81,50,99,99,30,1,1,1,1
89,94,89,121,25,0,0,0,0
75,77,98,82,37,0,1,1,1
92,58,85,117,48,0,2,0,1
91,100,81,79,43,1,1,0,0
78,93,64,116,67,0,1,1,1
85,88,69,69,75,1,1,1,1
79,87,81,66,74,0,0,1,0
115,95,91,78,63,1,1,1,1
118,60,88,121,39,1,2,1,0
120,96,91,101,77,1,1,1,1
101,92,85,76,23,1,1,1,1
78,90,70,125,63,0,1,0,0
114,52,69,62,55,0,1,1,1
104,84,74,70,41,0,1,0,0
117,95,74,62,27,1,2,1,1
99,54,76,65,37,1,1,1,1
113,87,86,64,36,1,1,0,1
98,62,64,119,44,0,1,0,1
88,89,78,58,29,0,2,0,0
82,56,73,90,36,0,2,0,1
108,99,79,53,66,0,2,0,1
105,76,74,130,71,0,0,0,0
82,85,66,111,73,1,2,0,1
92,96,78,73,31,0,0,1,1
107,55,94,80,64,0,2,1,0
90,83,70,79,35,1,1,1,1
100,64,73,101,25,1,0,0,1
89,70,83,79,54,1,2,0,0
106,68,95,50,66,1,1,0,0
99,55,61,74,64,0,0,1,1
95,86,94,134,33,1,0,1,0
109,69,67,121,20,1,0,1,1
104,94,77,66,50,0,2,0,1
84,89,89,105,37,0,0,1,1
112,64,68,110,53,0,0,1,1
82,70,69,59,44,1,2,1,0
109,67,75,113,28,1,2,0,1
114,61,74,68,53,1,0,1,0
77,84,64,62,71,0,2,1,1
82,85,100,73,27,1,1,1,0
105,94,79,85,49,1,1,1,0
111,57,72,128,52,1,1,1,1
102,60,61,138,80,0,1,1,0
91,59,91,85,20,0,0,0,1
79,73,85,122,77,0,0,1,1
116,84,62,62,70,1,1,1,0
77,66,60,133,41,0,0,0,1
118,93,61,60,43,0,2,1,0
82,88,91,92,52,1,1,1,0
87,70,79,112,54,0,1,0,0
109,95,61,67,73,0,2,1,1
108,67,85,128,77,1,2,0,1
113,81,77,137,37,1,2,0,1
94,63,94,126,76,0,0,1,0
118,56,89,94,76,0,0,1,0
117,99,93,139,71,1,1,1,0
92,86,96,128,62,0,2,1,0
113,98,84,90,45,1,2,0,0
77,74,64,126,71,1,2,1,1
109,99,76,117,33,1,2,0,0
82,57,68,86,75,1,2,1,0
110,94,98,52,37,1,1,0,1
75,57,62,125,46,0,2,1,0
97,89,96,82,43,1,0,1,0
100,77,89,78,43,1,1,1,1
109,61,89,128,29,0,0,0,1
85,67,77,133,40,1,1,0,0
81,81,78,68,67,0,1,1,1
91,72,80,67,61,1,0,0,1
100,64,95,61,40,0,2,1,0
92,58,69,108,41,1,1,1,1
102,67,69,71,79,1,1,1,1
120,91,94,125,42,1,0,1,0
111,79,89,94,39,0,1,0,0
118,95,75,126,32,0,0,1,1
116,55,64,114,26,0,2,0,0
112,53,100,136,23,1,1,0,1
90,74,94,111,79,1,1,0,1
108,89,100,140,76,1,2,0,1
102,55,100,117,39,0,2,1,1
88,68,66,136,31,1,2,1,1
81,64,67,65,56,0,1,0,0
110,86,79,100,76,0,1,1,0
96,100,84,91,42,0,1,0,1
114,76,99,122,78,0,1,1,0
84,68,78,93,69,0,0,0,1
80,76,84,132,78,1,0,1,0
112,82,99,105,70,0,2,0,0
99,84,92,121,62,1,0,0,0
116,87,93,57,68,0,0,1,1
91,91,69,64,42,1,0,0,1
89,53,99,134,36,1,1,0,1
83,75,78,129,60,1,2,1,0
98,58,69,66,60,0,2,0,1
90,75,77,71,46,0,2,1,0
95,99,70,64,30,0,1,0,0
102,91,94,59,41,0,1,1,0
117,92,78,63,44,0,0,1,0
82,78,100,57,39,1,2,1,1
110,66,94,109,49,1,0,0,1
94,78,90,80,50,1,0,0,1
89,91,64,54,28,0,2,1,0
118,56,64,110,20,0,0,0,1
102,59,71,76,29,1,2,0,1
91,77,95,82,49,0,2,1,1
93,92,75,84,51,0,0,1,1
109,50,78,121,56,0,0,0,0
106,81,97,124,22,1,1,0,1
84,56,91,121,65,1,0,0,0
84,62,65,64,56,1,2,0,1
115,77,63,140,28,1,0,0,1
102,95,93,137,73,0,0,1,1
96,71,86,136,46,1,1,0,1
83,89,65,80,78,0,0,0,1
110,64,64,72,36,0,1,0,1
90,100,84,67,67,1,1,0,0
114,95,75,77,42,0,0,1,0
81,83,70,82,77,1,0,0,0
106,69,66,133,36,1,1,1,0
113,72,64,93,61,1,2,0,1
92,99,88,114,44,0,2,0,1
79,62,60,50,26,0,2,0,0
104,91,90,76,57,1,0,1,0
117,96,71,118,32,0,2,1,1
78,98,85,114,64,0,1,1,1
119,94,99,90,29,1,1,1,0
95,97,68,55,42,0,2,0,0
93,83,74,69,25,1,1,0,1
102,99,72,95,76,0,2,0,1
116,80,69,77,36,0,2,0,0
105,56,69,77,39,0,0,0,0
86,57,75,129,57,0,0,0,1
117,71,98,55,44,1,1,1,0
76,75,97,62,67,1,0,0,1
88,90,86,98,49,0,0,1,0
103,78,90,103,67,0,1,1,0
89,88,90,56,68,1,2,0,1
81,72,96,119,47,0,1,0,1
83,65,95,106,41,0,2,1,0
98,61,60,72,68,0,0,0,0
112,96,99,68,55,1,0,1,1
90,68,83,62,65,0,2,1,1
82,81,81,85,35,1,1,1,1
96,66,62,64,57,1,1,1,0
114,65,64,131,22,1,2,1,0
88,84,72,127,58,0,2,0,1
103,51,62,115,45,1,1,0,0
105,58,90,127,36,0,0,1,0
113,79,90,53,33,0,0,0,1
104,94,90,84,71,1,0,0,0
81,57,60,139,41,1,1,1,1
116,98,78,90,68,0,2,1,1
95,91,83,110,55,1,2,0,1
114,54,64,126,65,0,1,0,1
87,83,82,140,35,1,1,1,1
100,73,90,67,57,0,1,0,0
116,94,72,97,22,0,2,0,0
114,56,90,82,58,1,2,1,0
97,75,91,128,45,1,0,1,1
95,85,94,78,36,1,2,0,1
99,75,89,104,33,0,0,1,1
87,52,97,56,71,1,1,0,0
77,100,78,117,68,0,0,1,1
107,88,70,61,45,1,2,0,0
88,81,81,57,61,1,1,0,0
97,89,62,108,42,1,2,0,0
103,61,68,114,72,1,0,0,1
99,73,64,95,27,0,1,1,0
94,85,90,95,58,1,2,1,1
81,81,78,114,29,1,2,0,1
111,81,90,102,79,0,2,0,1
88,51,90,136,40,1,1,0,0
105,95,72,101,41,0,1,0,0
103,79,60,52,41,0,0,0,0
79,68,70,60,45,1,0,0,1
116,84,79,65,25,1,0,1,1
116,90,82,55,35,1,0,1,0
111,100,90,100,57,0,2,0,1
103,54,85,85,31,0,1,1,0
105,92,72,135,22,1,1,1,1
104,68,78,134,29,0,0,1,1
77,84,79,105,55,0,1,0,1
114,90,89,132,33,0,1,0,1
116,100,97,121,71,1,0,0,1
114,54,69,80,32,1,0,1,1
